District,year,month,mean
Purba Singhbhum,2016,10,17.93856788074166
Bokaro,2016,10,18.724949720795017
Chatra,2016,10,17.516131479646653
Garhwa,2016,10,17.167134698607963
Giridih,2016,10,18.362618881690672
Hazaribag,2016,10,18.49861233329474
Koderma,2016,10,18.389307898610934
Pakur,2016,10,19.3054598455304
Sahibganj,2016,10,19.569922061493575
Dumka,2016,10,18.77321280286858
Gumla,2016,10,18.670646051605686
Jamtara,2016,10,18.093057256322854
Latehar,2016,10,18.0319990589227
Palamu,2016,10,17.51167274393291
Pashchim Singhbhum,2016,10,18.38022387869721
Seraikela_Kharsawan,2016,10,17.066294457169956
Simdega,2016,10,17.57686593799487
Deoghar,2016,10,18.642292900107712
Godda,2016,10,19.30462556826034
Lohardaga,2016,10,18.214279961015624
Ranchi,2016,10,18.586082626575937
Dhanbad,2016,10,18.588677041122754
Purba Singhbhum,2016,11,8.68853024947955
Bokaro,2016,11,8.112440065806709
Chatra,2016,11,6.549033319753644
Garhwa,2016,11,5.675348498327294
Giridih,2016,11,7.068868283141526
Hazaribag,2016,11,7.4364411571573985
Koderma,2016,11,7.664715530288517
Pakur,2016,11,9.281455183897167
Sahibganj,2016,11,10.094108323224162
Dumka,2016,11,8.124935796667922
Gumla,2016,11,7.107302017421201
Jamtara,2016,11,7.105543070426815
Latehar,2016,11,6.117670520957553
Palamu,2016,11,6.800945764810093
Pashchim Singhbhum,2016,11,8.276595987397387
Seraikela_Kharsawan,2016,11,7.955836482205403
Simdega,2016,11,6.075729250420308
Deoghar,2016,11,7.445606000786696
Godda,2016,11,8.549459964512385
Lohardaga,2016,11,6.402312146077317
Ranchi,2016,11,8.211265404333695
Dhanbad,2016,11,8.057946634325296
Purba Singhbhum,2016,12,3.456902582039193
Bokaro,2016,12,3.659451961547092
Chatra,2016,12,3.398791501390639
Garhwa,2016,12,3.0906064200182
Giridih,2016,12,4.225507603770154
Hazaribag,2016,12,3.814171508777107
Koderma,2016,12,4.732728748131209
Pakur,2016,12,4.288120089596464
Sahibganj,2016,12,5.200331135100409
Dumka,2016,12,3.9209540047988454
Gumla,2016,12,3.131521176904237
Jamtara,2016,12,3.539836417296824
Latehar,2016,12,2.962811055329848
Palamu,2016,12,3.7241682429175142
Pashchim Singhbhum,2016,12,3.3304000918687287
Seraikela_Kharsawan,2016,12,3.443365253250058
Simdega,2016,12,2.763214937186678
Deoghar,2016,12,3.2849283624794903
Godda,2016,12,4.243098084799694
Lohardaga,2016,12,2.8840300647835986
Ranchi,2016,12,3.9278256375675418
Dhanbad,2016,12,3.609621694286596
Purba Singhbhum,2017,1,2.3756952491092225
Bokaro,2017,1,2.9326383422239983
Chatra,2017,1,4.494109998193737
Garhwa,2017,1,4.626536046106255
Giridih,2017,1,4.764919573587326
Hazaribag,2017,1,3.975688721072384
Koderma,2017,1,5.939379879571859
Pakur,2017,1,3.7306070396825035
Sahibganj,2017,1,3.8095207950049277
Dumka,2017,1,3.5189273145173368
Gumla,2017,1,2.6856005821906934
Jamtara,2017,1,3.5509846569566546
Latehar,2017,1,3.9198683525096025
Palamu,2017,1,4.088343338517271
Pashchim Singhbhum,2017,1,2.197062021515318
Seraikela_Kharsawan,2017,1,2.338064002809391
Simdega,2017,1,2.5993906964269673
Deoghar,2017,1,3.544230691988566
Godda,2017,1,4.034373463282858
Lohardaga,2017,1,2.811216002902346
Ranchi,2017,1,2.924049450339334
Dhanbad,2017,1,3.0241697259581897
Purba Singhbhum,2017,2,2.1545701466710745
Bokaro,2017,2,2.425150575857429
Chatra,2017,2,2.845652665846228
Garhwa,2017,2,2.622778005073637
Giridih,2017,2,2.6243980027233293
Hazaribag,2017,2,2.4052966922855443
Koderma,2017,2,3.433740167202431
Pakur,2017,2,2.5704099386259633
Sahibganj,2017,2,2.5255304231514595
Dumka,2017,2,2.3341913395496596
Gumla,2017,2,2.3096989910158774
Jamtara,2017,2,2.575275118201324
Latehar,2017,2,2.6752913438507657
Palamu,2017,2,2.55046991125015
Pashchim Singhbhum,2017,2,2.0484015520094214
Seraikela_Kharsawan,2017,2,2.161148815395941
Simdega,2017,2,2.3793052597865945
Deoghar,2017,2,2.214030608125966
Godda,2017,2,2.635825573428323
Lohardaga,2017,2,2.0559002126232864
Ranchi,2017,2,2.1699810043666017
Dhanbad,2017,2,2.5514393095125025
Purba Singhbhum,2017,3,2.365736682049637
Bokaro,2017,3,2.511359989657976
Chatra,2017,3,2.49233803977838
Garhwa,2017,3,2.41899761524944
Giridih,2017,3,2.482206812188116
Hazaribag,2017,3,2.3360458445553176
Koderma,2017,3,2.781165253447355
Pakur,2017,3,2.665992020627341
Sahibganj,2017,3,2.644672608936444
Dumka,2017,3,2.1579278913189013
Gumla,2017,3,2.180924500564678
Jamtara,2017,3,2.4397055133971306
Latehar,2017,3,2.3615976222650907
Palamu,2017,3,2.3772173245983175
Pashchim Singhbhum,2017,3,2.13674135406257
Seraikela_Kharsawan,2017,3,2.1452712224065063
Simdega,2017,3,2.332146803976454
Deoghar,2017,3,2.06311996165452
Godda,2017,3,2.567156124258094
Lohardaga,2017,3,2.0310530909510893
Ranchi,2017,3,2.095648797050998
Dhanbad,2017,3,2.458270905379117
Purba Singhbhum,2017,4,2.4351764793817
Bokaro,2017,4,2.802069277865734
Chatra,2017,4,2.3635333363114257
Garhwa,2017,4,2.274075805791052
Giridih,2017,4,2.1364487847139513
Hazaribag,2017,4,2.216892390465929
Koderma,2017,4,2.2382987968487007
Pakur,2017,4,4.2760939393684705
Sahibganj,2017,4,5.322105096456815
Dumka,2017,4,2.916932124919436
Gumla,2017,4,2.1427656738023977
Jamtara,2017,4,2.824537820369887
Latehar,2017,4,2.220545704872102
Palamu,2017,4,2.2604898504708366
Pashchim Singhbhum,2017,4,1.9824982512644167
Seraikela_Kharsawan,2017,4,2.113502602125176
Simdega,2017,4,2.330436007479646
Deoghar,2017,4,2.595099805324174
Godda,2017,4,4.184808160169977
Lohardaga,2017,4,1.9740736934842107
Ranchi,2017,4,1.9719290419696387
Dhanbad,2017,4,2.843379600840068
Purba Singhbhum,2017,5,2.5494744712649617
Bokaro,2017,5,2.5359698934847876
Chatra,2017,5,2.4128253358538165
Garhwa,2017,5,2.2994372778277206
Giridih,2017,5,2.358735837194081
Hazaribag,2017,5,2.3203634421515016
Koderma,2017,5,2.3393610085419985
Pakur,2017,5,6.489830775045326
Sahibganj,2017,5,7.525438178634398
Dumka,2017,5,3.6120728791283825
Gumla,2017,5,2.1675047609886784
Jamtara,2017,5,3.0082127087162354
Latehar,2017,5,2.2812214251091913
Palamu,2017,5,2.2351391450819067
Pashchim Singhbhum,2017,5,2.1686927077597558
Seraikela_Kharsawan,2017,5,2.3071448729443964
Simdega,2017,5,2.4126104164631523
Deoghar,2017,5,2.509099532777777
Godda,2017,5,5.7213478708997805
Lohardaga,2017,5,2.0345291528690383
Ranchi,2017,5,2.0612791765202187
Dhanbad,2017,5,2.736741373830762
Purba Singhbhum,2017,6,5.082848405486369
Bokaro,2017,6,6.000741112369095
Chatra,2017,6,4.529977094564818
Garhwa,2017,6,5.012582924864139
Giridih,2017,6,5.548927524103056
Hazaribag,2017,6,6.896375922762626
Koderma,2017,6,4.624017667294578
Pakur,2017,6,12.210113250805595
Sahibganj,2017,6,12.095437759051505
Dumka,2017,6,8.690371677779321
Gumla,2017,6,7.809021735054154
Jamtara,2017,6,7.230376488975134
Latehar,2017,6,6.7690034150117055
Palamu,2017,6,3.3912736002212416
Pashchim Singhbhum,2017,6,7.227095056821704
Seraikela_Kharsawan,2017,6,6.11422943061871
Simdega,2017,6,7.890619796338184
Deoghar,2017,6,6.8515111449442605
Godda,2017,6,11.153304763285398
Lohardaga,2017,6,9.33225725472829
Ranchi,2017,6,7.984351061920847
Dhanbad,2017,6,4.751723894649554
Purba Singhbhum,2017,7,19.238825566335834
Bokaro,2017,7,24.910843571602435
Chatra,2017,7,23.31585956066932
Garhwa,2017,7,25.042855723510954
Giridih,2017,7,24.674371128899978
Hazaribag,2017,7,24.815203675156003
Koderma,2017,7,24.81724437386473
Pakur,2017,7,24.588569844578732
Sahibganj,2017,7,24.80553526760032
Dumka,2017,7,24.415640672483484
Gumla,2017,7,24.56483268086951
Jamtara,2017,7,24.342555447806962
Latehar,2017,7,24.939536503886078
Palamu,2017,7,23.750926798511966
Pashchim Singhbhum,2017,7,22.709019957973968
Seraikela_Kharsawan,2017,7,22.317697961515304
Simdega,2017,7,24.117006747647554
Deoghar,2017,7,24.60711768323472
Godda,2017,7,24.798215746182883
Lohardaga,2017,7,25.334092503415352
Ranchi,2017,7,24.285778573407136
Dhanbad,2017,7,23.753251992475104
Purba Singhbhum,2017,8,23.894786071892938
Bokaro,2017,8,24.51407608769265
Chatra,2017,8,24.910497770546105
Garhwa,2017,8,25.050958478863286
Giridih,2017,8,24.638928257592152
Hazaribag,2017,8,24.906956381124974
Koderma,2017,8,24.761799807173023
Pakur,2017,8,24.1300685768329
Sahibganj,2017,8,24.106249038150455
Dumka,2017,8,24.101293550866387
Gumla,2017,8,25.1188169277992
Jamtara,2017,8,24.00238483675939
Latehar,2017,8,24.991807878887645
Palamu,2017,8,24.790245576144084
Pashchim Singhbhum,2017,8,24.752772357591322
Seraikela_Kharsawan,2017,8,24.19673839451485
Simdega,2017,8,24.83655109258561
Deoghar,2017,8,24.395766752335454
Godda,2017,8,24.25091975869923
Lohardaga,2017,8,25.04995619805807
Ranchi,2017,8,24.925590808650625
Dhanbad,2017,8,24.07510916599069
Purba Singhbhum,2017,9,22.459730609978962
Bokaro,2017,9,23.981797975120227
Chatra,2017,9,23.611136877259018
Garhwa,2017,9,22.510528015891975
Giridih,2017,9,22.246814032053273
Hazaribag,2017,9,24.2912107301925
Koderma,2017,9,22.304911802758937
Pakur,2017,9,24.36185888685016
